"35Y","Chief Counter Intelligence/Human Intelligence Sergeant","Enlisted"
"35Z","Senior Electronic Maintenance Chief","Enlisted"
"35Z","Signals Intelligence (Electronic Warfare)/ Senior Sergeant/Chief","Enlisted"
"36A","Financial Manager","Officer"
"36B","Financial Management Technician","Enlisted"
"36C","Wire Systems Installer","Enlisted"
"36D","Antennaman","Enlisted"
"36E","Cable Splicer","Enlisted"
"36G","Manual Central Office Repairman","Enlisted"
"36H","Dial/Manual Central Office Repairer","Enlisted"
"36L","Transportable Automatic Switching Systems Operator/Maintainer","Enlisted"
"36M","Wire Systems Operator","Enlisted"
"37A","Psychological Operations","Officer"
"37F","Psychological Operations Specialist","Enlisted"
"38A","Civil Affairs","Officer"
"38A","Civil Affairs Specialist (Reserve Components)","Enlisted"
"38B","Civil Affairs Specialist","Enlisted"
"38C","Civil Affairs","Officer"
"39A","PSYOP or CA, General","Officer"
"39B","Automatic Test Equipment Operator/Maintainer","Enlisted"
"39B","Psychological Operations","Officer"
"39C","Target Acquisition/Surveillance Radar Repairer","Enlisted"
"39C","Civil Affairs","Officer"
"39D","Decentralized Automated Service Support System","Enlisted"
"39E","Special Electronic Devices Repairer","Enlisted"
"39G","Automated Communications Computer Systems Repairer","Enlisted"
"39K","IBM Automatic Data Processing Systems Repairer","Enlisted"
"39L","Field Artillery Digital Systems Repairer","Enlisted"
"39T","Tactical Computer Systems Repairer","Enlisted"
"39V","Computerized Systems Maintenance Chief","Enlisted"
"39W","Radar/Special Electronic Devices Maintenance Chief","Enlisted"
"39X","Electronics Equipment Maintenance Chief","Enlisted"
"39Y","Field Artillery (FA) Tactical Fire Direction Systems Repairer","Enlisted"
"40A","Space Operations","Officer"
"40C","Army Astronauts","Officer"
"41A","Personnel Programs Management Staff","Officer"
"41B","Topographic Instrument Repairman","Enlisted"
"41C","Fire Control Instrument Repairman","Enlisted"
"41E","Camera Repairman","Enlisted"
"41F","Projector Repairman","Enlisted"
"41G","Surveillance Photographic Equipment Repairman","Enlisted"
"41H","Photographic Equipment Repair Chief","Enlisted"
"41J","Office Machine Repairman","Enlisted"
"41K","Reproduction Equipment Repairman","Enlisted"
"420A","Human Resources Technician","Warrant Officer"
"420C","Bandmaster","Warrant Officer"
"42A","Human Resource Specialist","Enlisted"
"42A","Adjutant General, General","Officer"
"42C","Army Bands","Officer"
"42C","Orthotic Specialist","Enlisted"
"42D","Dental Removal Prosthetic Specialist","Enlisted"
"42E","Optical Laboratory Specialist","Enlisted"
"42E","Administrative System Management","Officer"
"42F","Dental Fixed Prosthetic Specialist","Enlisted"
"42F","Human Resources Information Systems Management Specialist","Enlisted"
"42H","Senior Human Resources Officer","Officer"
"42L","Administrative Specialist","Enlisted"
"42R","Band Member","Enlisted"
"42S","Special Band Member","Enlisted"
"43A","Human Resource Management Officer","Officer"
"43E","Parachute Rigger","Enlisted"
"43J","Textile Repairman","Enlisted"
"43K","Canvas Repairman","Enlisted"
"43M","Fabric and Leather Repair Foreman","Enlisted"
"43M","Fabric Repair Specialist","Enlisted"
"44A","Finance, General","Officer"
"44B","Metal Body Repairman","Enlisted"
"44B","Metal Worker","Enlisted"
"44C","Financial Management Technician","Enlisted"
"44E","Machinist","Enlisted"
"45A","Armament Maintenance Apprentice","Enlisted"
"45A","Comptroller","Officer"
"45B","Small Arms Repairer","Enlisted"
"45D","Self-Propelled Field Artillery Turret Mechanic","Enlisted"
"45E","XM1 Tank Turret Mechanic","Enlisted"
"45G","Fire Control Repairer","Enlisted"
"45J","Aircraft Armament Repairman","Enlisted"
"45K","Armament Repairer","Enlisted"
"45K","Tank Turret Repairman","Enlisted"
"45L","Artillery Repairer","Enlisted"
"45M","Aircraft Armament Subsystem Mechanic","Enlisted"
"45N","M60A1/A3 Tank Turret Mechanic (RC)","Enlisted"
"45P","Sheridan Turret Mechanic","Enlisted"
"45R","Missile Tank Turret Mechanic","Enlisted"
"45T","Bradley Fighting Vehicle System Turret Mechanic","Enlisted"
"45Z","Armament Maintenance Supervisor","Enlisted"
"46A","Public Affairs, General","Officer"
"46B","Broadcast","Officer"
"46D","Improved Hawk Mechanical Systems Repairman","Enlisted"
"46L","Sergeant Electrical-Mechanical Repairman","Enlisted"
"46N","Pershing Electrical-Mechanical Repairman","Enlisted"
"46Q","Public Affairs Specialist","Enlisted"
"46R","Public Affairs Broadcast Specialist","Enlisted"
"46Z","Chief Public Affairs NCO","Enlisted"
"47A","USMA, Professor","Officer"
"47B","USMA Permanent Associate Professor","Officer"
"47C","USMA, Professor of English","Officer"
"47D","USMA, Professor of Electrical Engineering and Computer Science","Officer"
"47E","USMA, Professor of Law","Officer"
"47F","USMA, Professor of Systems Engineering","Officer"
"47G","USMA, Professor of Foreign Languages","Officer"
"47H","USMA, Professor Physics","Officer"
"47J","USMA, Professor of Social Sciences","Officer"
"47K","USMA, Professor of History","Officer"
"47L","USMA, Professor of Behavioral Sciences and Leadership","Officer"
"47M","USMA, Professor of Chemistry","Officer"
"47N","USMA, Professor of Mathematical Sciences","Officer"
"47P","USMA, Professor Geography and Environmental Engineering","Officer"
"47Q","USMA, Professor and Associate Dean","Officer"
"47R","USMA, Professor of Civil and Mechanical Engineering","Officer"
"47S","USMA, Professor of Physical Education","Officer"
"47T","USMA, Professor of Leader Development and Organizational Learning","Officer"
"47U","USMA, Professor of Military Art and Science","Officer"
"48B","Latin America","Officer"
"48C","Europe (Foreign Area Officer)","Officer"
"48D","South Asia (Foreign Area Officer)","Officer"
"48E","Eurasia (Foreign Area Officer)","Officer"
"48F","China (Foreign Area Officer)","Officer"
"48G","Mideast/North Africa (Foreign Area Officer)","Officer"
"48H","Northeast Asia (Foreign Area Officer)","Officer"
"48I","Southeast Asia (Foreign Area Officer)","Officer"
"48J","Africa, South of the Sahara (Foreign Area Officer)","Officer"
"49A","Operations Research/Systems Analysis","Officer"
"49B","Operations Research, Personnel","Officer"
"49C","Operations Research, Combat Operations/Materiel Systems","Officer"
"49D","Operations Research, Planning, Programming, and Resource","Officer"
"49E","Operations Research, Test, and Evaluation","Officer"
"50A","Force Development","Officer"
"51A","Systems Development","Officer"
"51A","Construction and Utilities Worker","Enlisted"
"51B","Carpenter","Enlisted"
"51B","Carpentry and Masonry Specialist","Enlisted"
"51C","Structures Specialist","Enlisted"
"51C","Acquisition, Logistics & Technology (AL&T) Contracting NCO","Enlisted"
"51C","Contract and Industrial Management","Officer"
"51D","Mason","Enlisted"
"51D","Acquisition","Officer"
"51E","Camouflage Specialist","Enlisted"
"51F","Pipeline Specialist","Enlisted"
"51G","Soils Analyst","Enlisted"
"51G","Materials Quality Specialist","Enlisted"
"51H","Construction Foreman","Enlisted"
"51H","Construction Engineering Supervisor","Enlisted"
"51J","Heating and Ventilating Specialist","Enlisted"
"51K","Plumber","Enlisted"
"51L","Heating and Cooling Specialist","Enlisted"
"51M","Firefighter","Enlisted"
"51N","Water Supply Specialist","Enlisted"
"51P","Utilities Foreman","Enlisted"
"51Q","Terrain Analyst","Enlisted"
"51R","Systems Automation Acquisition and Engineering","Officer"
"51R","Interior Electrician","Enlisted"
"51R","Electrician","Enlisted"
"51S","Research and Engineering","Officer"
"51T","Test and Evaluations","Officer"
"51T","Technical Engineering Supervisor","Enlisted"
"51Z","Acquisition","Officer"
"51Z","General Engineering Supervisor","Enlisted"
"52B","Nuclear and Counter-Proliferation","Officer"
"52B","Power Generation Equipment Operator/Mechanic","Enlisted"
"52C","Utilities Equipment Repairer","Enlisted"
"52C","Power Pack Specialist","Enlisted"
"52D","Power Generation Equipment Repairman","Enlisted"
"52E","Power Station Operator","Enlisted"
"52E","Prime Power Production Specialist","Enlisted"
"52F","Turbine Engine Driven Generator Repairer","Enlisted"
"52G","Transmission and Distribution Specialist (RC)","Enlisted"
"52H","Nuclear Power Plant Mechanic or Operator","Enlisted"
"52J","Nuclear Power Plant Electrician or Operator","Enlisted"
"52K","Nuclear Power Plant Instrumentman or Operator","Enlisted"
"52L","Nuclear Power Plant Process Control Specialist or Operator","Enlisted"
"52M","Nuclear Power Plant Chief","Enlisted"
"52X","Special Purpose Equipment Repairer","Enlisted"
"53A","Information Systems Management","Officer"
"53B","Oxygen-Acetylene Production Specialist","Enlisted"
"53B","Systems Automation Engineering","Officer"
"53C","Carbon Dioxide-Hydrogen Production Specialist","Enlisted"
"53C","Systems Automation Acquisition","Officer"
"54A","Chemical Operations Assistant","Enlisted"
"54B","Chemical Operations Specialist","Enlisted"
"54C","Smoke and Flame Specialist","Enlisted"
"54D","Chemical Equipment Repairman","Enlisted"
"54E","Chemical Staff Specialist","Enlisted"
"54Z","Chemical Senior Sergeant","Enlisted"
"550A","Legal Administrator","Warrant Officer"
"55A","Ammunition Apprentice","Enlisted"
"55A","Judge Advocate, General","Officer"
"55B","Ammunition Specialist","Enlisted"
"55B","Military Judge","Officer"
"55C","Ammunition Renovation Specialist","Enlisted"
"55D","Explosive Ordnance Disposal Specialist","Enlisted"
"55G","Nuclear Weapons Maintenance Specialist","Enlisted"
"55R","Ammunition Stock Control and Accounting Specialist","Enlisted"
"55X","Ammunition Inspector","Enlisted"
"55Z","Ammunition Supervisor","Enlisted"
"56A","Command and Unit Chaplain","Officer"
"56D","Clinical Pastoral Educator","Officer"
"56M","Chaplain Assistant","Enlisted"
"57A","Simulation Operations Officer","Officer"
"57D","Sawyer","Enlisted"
"57E","Laundry and Bath Specialist","Enlisted"
"57F","Memorial Activities Specialist","Enlisted"
"57F","Graves Registration Specialist","Enlisted"
"57G","Duty Foreman","Enlisted"
"57H","Cargo Handler","Enlisted"
"57H","Terminal Operations Specialist","Enlisted"
"59A","Strategic Plans and Policy","Officer"
"600A","Physician Assistant","Warrant Officer"
"60A","Operational Medicine","Officer"
"60B","Nuclear Medicine Officer","Officer"
"60C","Preventive Medicine Officer","Officer"
"60D","Occupational Medicine Officer","Officer"
"60F","Pulmonary Disease/Critical Care Officer","Officer"
"60G","Gastroenterologist","Officer"
"60H","Cardiologist","Officer"
"60J","Obstetrician and Gynecologist","Officer"
"60K","Urologist","Officer"
"60L","Dermatologist","Officer"
"60M","Allergist, Clinical Immunologist","Officer"
"60N","Anesthesiologist","Officer"
"60P","Pediatrician","Officer"
"60Q","Pediatric Sub-specialist","Officer"
"60R","Child Neurologist","Officer"
"60S","Ophthalmologist","Officer"
"60T","Otolaryngologist","Officer"
"60U","Child Psychiatrist","Officer"
"60V","Neurologist","Officer"
"60W","Psychiatrist","Officer"
"61A","Nephrologist","Officer"
"61B","Medical Oncologist/Hematologist","Officer"
"61B","Watercraft Operator","Enlisted"
"61C","Endocrinologist","Officer"
"61C","Marine Engineer","Enlisted"
"61D","Rheumatologist","Officer"
"61E","Clinical Pharmacologist","Officer"
"61F","Internist","Officer"
"61F","Marine Hull Repairer","Enlisted"
"61G","Infectious Disease Officer","Officer"
"61H","Family Medicine","Officer"
"61J","General Surgeon","Officer"
"61K","Thoracic Surgeon","Officer"
"61L","Plastic Surgeon","Officer"
"61M","Orthopedic Surgeon","Officer"
"61N","Flight Surgeon","Officer"
"61P","Physiatrist","Officer"
"61R","Diagnostic Radiologist","Officer"
"61U","Pathologist","Officer"
"61W","Peripheral Vascular Surgeon","Officer"
"61Z","Neurosurgeon","Officer"
"61Z","Marine Senior Sergeant","Enlisted"
"62A","Emergency Physician","Officer"
"62B","Field Surgeon","Officer"
"62B","Construction Equipment Repairer","Enlisted"
"62C","Engineer Missile Equipment Specialist","Enlisted"
"62D","Asphalt Equipment Operator","Enlisted"
"62E","Heavy Construction Equipment Operator","Enlisted"
"62F","Crane Operator","Enlisted"
"62G","Quarryman","Enlisted"
"62G","Quarrying Specialist","Enlisted"
"62H","Concrete Paving Equipment Operator","Enlisted"
"62H","Concrete and Asphalt Equipment Operator","Enlisted"
"62J","General Construction Machine Operator","Enlisted"
"62J","General Construction Equipment Operator","Enlisted"
"62K","Grader Operator","Enlisted"
"62L","Wheeled Tractor Operator","Enlisted"
"62M","Rough Terrain Forklift and Loader Operator","Enlisted"
"62N","Construction Machine Supervisor","Enlisted"
"62N","Construction Equipment Supervisor","Enlisted"
"63A","General Dentist","Officer"
"63A","M1 Abrams Tank System Maintainer","Enlisted"
"63B","Comprehensive Dentist","Officer"
"63B","Wheel Vehicle Mechanic","Enlisted"
"63C","Track Vehicle Mechanic","Enlisted"
"63D","Periodontist","Officer"
"63D","Self-Propelled Field Artillery System Mechanic","Enlisted"
"63D","Artillery Mechanic","Enlisted"
"63E","Endodontist","Officer"
"63E","M1 Abrams Tank System Mechanic","Enlisted"
"63F","Prosthodontist","Officer"
"63F","Recovery Specialist","Enlisted"
"63G","Fuel and Electrical Systems Repairer","Enlisted"
"63H","Public Health Dentist","Officer"
"63H","Track Vehicle Repairer","Enlisted"
"63H","Automotive Repairman","Enlisted"
"63J","Quartermaster Equipment Repairman","Enlisted"
"63J","Quartermaster and Chemical Equipment Repairer","Enlisted"
"63K","Pediatric Dentist","Officer"
"63M","Orthodontist","Officer"
"63M","Bradley Fighting Vehicle System Maintainer","Enlisted"
"63N","Oral and Maxillofacial Surgeon","Officer"
"63N","M60A1/A3 Tank System Mechanic","Enlisted"
"63P","Oral Pathologist","Officer"
"63R","Executive Dentist","Officer"
"63R","M60A2 Tank System Mechanic","Enlisted"
"63S","Heavy Wheel Vehicle Mechanic","Enlisted"
"63T","ITV/IFV/CFV System Mechanic","Enlisted"
"63T","Bradley Fighting Vehicle System Mechanic","Enlisted"
"63W","Wheel Vehicle Repairer","Enlisted"
"63X","Maintenance Supervisor","Enlisted"
"63Y","Track Vehicle Mechanic","Enlisted"
"63Z","Mechanical Maintenance Supervisor","Enlisted"
"640A","Food Safety Officer","Warrant Officer"
"64A","Field Veterinary Service","Officer"
"64B","Veterinary Preventive Medicine","Officer"
"64C","Veterinary Laboratory Animal Medicine","Officer"
"64C","Motor Transport Operator","Enlisted"
"64D","Veterinary Pathology","Officer"
"64E","Veterinary Comparative Medicine","Officer"
"64F","Veterinary Clinical Medicine","Officer"
"64Z","Senior Veterinarian (Immaterial)","Officer"
"64Z","Transportation Senior Sergeant","Enlisted"
"65A","Occupational Therapy","Officer"
"65B","Physical Therapy","Officer"
"65B","Locomotive Repairer","Enlisted"
"65C","Dietitian","Officer"
"65D","Physician Assistant","Officer"
"65D","Railway Car Repairer","Enlisted"
"65E","Airbrake Repairer","Enlisted"
"65F","Locomotive Electrician","Enlisted"
"65G","Railway Section Repairer","Enlisted"
"65H","Locomotive Operator","Enlisted"
"65J","Trainman","Enlisted"
"65K","Railway Movement Coordinator","Enlisted"
"65X","Specialist Allied Operations","Officer"
"65Z","Railway Senior Sergeant","Enlisted"
"66B","Army Public Health Nurse","Officer"
"66B","Army Public Health Nurse","Officer"
"66C","Psychiatric/Mental Health Nurse","Officer"
"66C","Psychiatric/Behavioral Health Nurse","Officer"
"66E","Perioperative Nurse","Officer"
"66E","Perioperative Nurse","Officer"
"66F","Nurse Anesthetist","Officer"
"66F","Nurse Anesthetist","Officer"
"66G","Obstetric and Gynecologic Nurse","Officer"
"66G","Obstetric and Gynecologic Nurse","Officer"
"66G","Obstetric and Gynecologic Nurse","Officer"
"66H","Medical-Surgical Nurse","Officer"
"66H","Observation Airplane Technical Inspector","Enlisted"
"66H","Medical-Surgical Nurse","Officer"
"66J","Aircraft Armament Technical Inspector","Enlisted"
"66N","Operational Nursing","Officer"
"66N","Utility Helicopter Technical Inspector","Enlisted"
"66N","Operational Nursing","Officer"
"66P","Family Nurse Practitioner","Officer"
"66P","Family Nurse Practitioner","Officer"
"66R","AH-64 Attack Helicopter Technical Inspector","Enlisted"
"66R","Psychiatric/Behavioral Health Nurse Practitioner","Officer"
"66S","Scout Helicopter Technical Inspector","Enlisted"
"66T","Tactical Transport Helicopter Technical Inspector","Enlisted"
"66U","Medium Helicopter Technical Inspector","Enlisted"
"66V","Observation/Scout Helicopter Technical Inspector","Enlisted"
"66X","Heavy Lift Helicopter Technical Inspector","Enlisted"
"66Y","AH-1 Attack Helicopter Technical Inspector","Enlisted"
"670A","Health Services Maintenance Technician","Warrant Officer"
"67A","Health Services","Officer"
"67B","Laboratory Sciences","Officer"
"67B","O-1/U-6 Airplane Repairman","Enlisted"
"67C","Preventive Medicine Sciences","Officer"
"67C","U-1A Airplane Repairman","Enlisted"
"67D","Behavioral Sciences","Officer"
"67E","Pharmacy","Officer"
"67F","Optometry","Officer"
"67F","Optometry","Officer"
"67F","Airplane Technical Inspector","Enlisted"
"67G","Podiatry","Officer"
"67G","U-8/U-21 Airplane Repairman","Enlisted"
"67G","Utility Airplane Repairer (RC)","Enlisted"
"67H","Observation Airplane Repairer","Enlisted"
"67H","OV-1 Airplane Repairman","Enlisted"
"67J","Aeromedical Evacuation","Officer"
"67N","UH-1 Helicopter Repairman","Enlisted"
"67R","AH-64 Attack Helicopter Repairer","Enlisted"
"67S","OH-58D Helicopter Repairer","Enlisted"
"67T","UH-60 Helicopter Repairer","Enlisted"
"67U","CH-47 Helicopter Repairman","Enlisted"
"67V","OH-6/OH-58 Helicopter Repairman","Enlisted"
"67W","Helicopter Technical Inspector","Enlisted"
"67X","CH-54 Helicopter Repairman","Enlisted"
"67Y","AH-1G Helicopter Repairman","Enlisted"
"67Y","AH-1 Attack Helicopter Repairer","Enlisted"
"67Z","Aircraft Maintenance Senior Sergeant","Enlisted"
"68A","Biomedical Equipment Specialist","Enlisted"
"68B","Aircraft Powerplant Repairer","Enlisted"
"68B","Aircraft Turbine Engine Repairman","Enlisted"
"68B","Orthopedic Specialist","Enlisted"
"68C","Practical Nursing Specialist","Enlisted"
"68D","Aircraft Powertrain Repairman","Enlisted"
"68D","Operating Room Specialist","Enlisted"
"68E","Aircraft Rotor and Propeller Repairman","Enlisted"
"68E","Dental Specialist","Enlisted"
"68F","Physical Therapy Specialist","Enlisted"
"68F","Aircraft Electrician","Enlisted"
"68G","Patient Administration Specialist","Enlisted"
"68G","Airframe Repairman","Enlisted"
"68G","Aircraft Structural Repairer","Enlisted"
"68H","Aircraft Pneudraulics Repairer","Enlisted"
"68H","Optical Laboratory Specialist","Enlisted"
"68H","Aircraft Hydraulics Repairman","Enlisted"
"68J","Aircraft Armament/Missile Systems Repairer","Enlisted"
"68J","Medical Logistics Specialist","Enlisted"
"68J","Helicopter Missile Systems Repairer","Enlisted"
"68K","Aircraft Components Repair Supervisor","Enlisted"
"68K","Medical Laboratory Specialist","Enlisted"
"68L","Occupational Therapy Specialist","Enlisted"
"68L","Avionic Communications Equipment Repairer","Enlisted"
"68M","Helicopter Weapon System Repairer","Enlisted"
"68M","Nutrition Care Specialist","Enlisted"
"68M","Aircraft Weapon Systems Repairer","Enlisted"
"68N","Avionic Mechanic","Enlisted"
"68N","Cardiovascular Specialist","Enlisted"
"68P","Avionic Maintenance Supervisor","Enlisted"
"68P","Radiology Specialist","Enlisted"
"68Q","Pharmacy Specialist","Enlisted"
"68R","Avionic Radar Repairer","Enlisted"
"68R","Veterinary Food Inspection Specialist","Enlisted"
"68R","Veterinary Food Inspection Specialist","Enlisted"
"68S","OH-58D Armament/Electrical/Avionics Systems Repairer","Enlisted"
"68S","Preventive Medicine Specialist","Enlisted"
"68T","Animal Care Specialist","Enlisted"
"68U","Ear, Nose, and Throat (ENT) Specialist","Enlisted"
"68V","Respiratory Specialist","Enlisted"
"68W","Health Care Specialist","Enlisted"
"68W","Health Care Specialist","Enlisted"
"68X","Behavioral Health Specialist","Enlisted"
"68X","Mental Health Specialist","Enlisted"
"68X","AH-64A Armament/Electrical Systems Repairer","Enlisted"
"68Y","Eye Specialist","Enlisted"
"68Y","AH-64D Armament/Electrical/Avionic Systems Repairer","Enlisted"
"68Z","Chief Medical NCO","Enlisted"
"70A","Health Care Administration","Officer"
"70B","Health Services Administration","Officer"
"70C","Health Services Comptroller","Officer"
"70D","Health Services Systems Management","Officer"
"70E","Patient Administration","Officer"
"70F","Health Services Human Resources","Officer"
"70H","Health Services Plans, Ops, Intelligence, Security,& Training","Officer"
"70K","Health Services Materiel","Officer"
"71A","Microbiology","Officer"
"71B","Biochemistry","Officer"
"71C","Stenographer","Enlisted"
"71C","Executive Administrative Assistant","Enlisted"
"71C","Parasitology","Officer"
"71D","Legal Clerk","Enlisted"
"71D","Legal Specialist","Enlisted"
"71D","Immunology","Officer"
"71E","Court Reporter","Enlisted"
"71E","Clinical Laboratory","Officer"
"71F","Postal Clerk","Enlisted"
"71F","Research Psychology","Officer"
"71G","Patient Administration Specialist","Enlisted"
"71L","Administrative Specialist","Enlisted"
"71N","Traffic Management Coordinator","Enlisted"
"71P","Flight Operations Coordinator","Enlisted"
"71Q","Journalist","Enlisted"
"71R","Broadcast Specialist","Enlisted"
"71R","Broadcast Journalist","Enlisted"
"71S","Attache Specialist","Enlisted"
"71S","Attaché Specialist","Enlisted"
"71U","Card and Tape Writer","Enlisted"
"72A","Nuclear Medical Science","Officer"
"72B","Communications Center Specialist","Enlisted"
"72B","Entomology","Officer"
"72C","Central Office Switchboard Operator","Enlisted"
"72C","Audiology","Officer"
"72D","Environmental Science and Engineering","Officer"
"72E","Telecommunications Center Specialist","Enlisted"
"72E","Environmental Engineer","Officer"
"72F","Data Communications Terminal Specialist","Enlisted"
"72G","Data Communications Switching Center Specialist","Enlisted"
"72H","Central Office Operations Specialist","Enlisted"
"72H","Central Office Operations Operator","Enlisted"
"73A","Social Work","Officer"
"73B","Clinical Psychology","Officer"
"73C","Finance Specialist","Enlisted"
"73D","Accounting Specialist","Enlisted"
"73Z","Finance Senior Sergeant","Enlisted"
"740A","Chemical, Biological, Radiological and Nuclear (CBRN)","Warrant Officer"
"74A","CBRN","Officer"
"74B","Chemical Operations and Training","Officer"
"74B","Information Systems Operator-Analyst","Enlisted"
"74C","Record Telecommunications Operator/Maintainer","Enlisted"
"74C","Chemical Munitions and Materiel Management","Officer"
"74D","Chemical, Biological, Radiological and Nuclear (CBRN) Specialist","Enlisted"
"74D","Information Systems Operator","Enlisted"
"74E","Computer Systems Operator","Enlisted"
"74F","Computer Programmer","Enlisted"
"74F","Programmer/Analyst","Enlisted"
"74G","Telecommunications Computer Operator-Maintainer","Enlisted"
"74Z","Information Systems Chief","Enlisted"
"75A","Field Veterinary Service","Officer"
"75B","Personnel Administration Specialist","Enlisted"
"75B","Veterinary Preventive Medicine","Officer"
"75C","Personnel Management Specialist","Enlisted"
"75C","Veterinary Laboratory Animal Medicine","Officer"
"75D","Personnel Records Specialist","Enlisted"
"75D","Veterinary Pathology","Officer"
"75E","Personnel Actions Specialist","Enlisted"
"75E","Veterinary Pathology","Officer"
"75E","Veterinary Comparative Medicine","Officer"
"75F","Personnel Information System Management Specialist","Enlisted"
"75F","Veterinary Clinical Medicine","Officer"
"75H","Personnel Services Specialist","Enlisted"
"75Z","Personnel Sergeant","Enlisted"
"76A","Supplyman","Enlisted"
"76C","Equipment Records and Parts Specialist","Enlisted"
"76D","Materiel Supply Specialist","Enlisted"
"76J","Medical Supply Specialist","Enlisted"
"76J","Medical Supplyman","Enlisted"
"76N","Procurement Sergeant","Enlisted"
"76P","Stock Control Supplyman","Enlisted"
"76Q","Special Purpose Materiel Supply Specialist","Enlisted"
"76R","Weapons Material Supply Specialist","Enlisted"
"76S","Vehicle Materiel Supply Specialist","Enlisted"
"76T","Aircraft Materiel Supply Specialist","Enlisted"
"76U","Communications Electronics (COMMEL) Materiel Supply Specialist","Enlisted"
"76V","Storage Supplyman","Enlisted"
"76W","Petroleum Supply Specialist","Enlisted"
"76X","Subsistence Supplyman","Enlisted"
"76Y","Unit Supply Specialist","Enlisted"
"76Z","Senior Supply Sergeant","Enlisted"
"77F","Petroleum Supply Specialist","Enlisted"
"77L","Petroleum Laboratory Specialist","Enlisted"
"77W","Water Treatment Specialist","Enlisted"
"79D","Reenlistment NCO","Enlisted"
"79R","Recruiter","Enlisted"
"79T","Recruiting and Retention NCO (Army National Guard)","Enlisted"
"79V","Army Reserve Career Counselor (Army Reserve)","Enlisted"
"81A","General Draftsman","Enlisted"
"81B","Construction Draftsman","Enlisted"
"81B","Technical Drafting Specialist","Enlisted"
"81C","Cartographer","Enlisted"
"81C","Cartographic Specialist","Enlisted"
"81E","Illustrator","Enlisted"
"81L","Lithographer","Enlisted"
"81Q","Terrain Intelligence Analyst","Enlisted"
"81Q","Terrain Analyst","Enlisted"
"81T","Topographic Analyst","Enlisted"
"81Z","Topographic Engineering Supervisor","Enlisted"
"82A","Rodman and Tapeman","Enlisted"
"82B","Construction Surveyor","Enlisted"
"82C","Artillery Surveyor","Enlisted"
"82D","Topographic Surveyor","Enlisted"
"82E","Topographic Computer","Enlisted"
"83D","Process Photographer","Enlisted"
"83E","Platemaker","Enlisted"
"83E","Photo and Layout Specialist","Enlisted"
"83F","Offset Pressman","Enlisted"
"83F","Printing and Bindery Specialist","Enlisted"
"83Z","Photolithography Chief","Enlisted"
"84B","Still Photographer","Enlisted"
"84B","Still Photographic Specialist","Enlisted"
"84C","Motion Picture Photographer","Enlisted"
"84D","Audio Specialist","Enlisted"
"84E","TV Cameraman","Enlisted"
"84F","TV Production Specialist","Enlisted"
"84G","Photographic Laboratory Specialist","Enlisted"
"84T","TV/Radio Broadcast Operations Chief","Enlisted"
"84Z","Public Affairs/Audio Visual Chief","Enlisted"
"880A","Marine Deck Officer","Warrant Officer"
"881A","Marine Engineering Officer","Warrant Officer"
"882A","Mobility Officer","Warrant Officer"
"88A","Transportation, General","Officer"
"88B","Traffic Management","Officer"
"88C","Marine and Terminal Operations","Officer"
"88D","Motor/Rail Transportation","Officer"
"88H","Cargo Specialist","Enlisted"
"88K","Watercraft Operator","Enlisted"
"88L","Watercraft Engineer","Enlisted"
"88M","Motor Transport Operator","Enlisted"
"88N","Transportation Management Coordinator","Enlisted"
"88P","Railway Equipment Repairer (RC)","Enlisted"
"88Q","Railway Car Repairer","Enlisted"
"88R","Airbrake Repairer","Enlisted"
"88S","Locomotive Electrician","Enlisted"
"88T","Railway Section Repairer (RC)","Enlisted"
"88U","Railway Operations Crewmember (RC)","Enlisted"
"88V","Train Crew Member","Enlisted"
"88W","Railway Movement Coordinator","Enlisted"
"88X","Railway Senior Sergeant","Enlisted"
"88Y","Marine Senior Sergeant","Enlisted"
"88Z","Transportation Senior Sergeant","Enlisted"
"890A","Ammunition Warrant Officer","Warrant Officer"
"89A","Ammunition Stock Control and Accounting Specialist","Enlisted"
"89B","Ammunition Specialist","Enlisted"
"89D","Explosive Ordnance Disposal Specialist","Enlisted"
"89E","Explosive Ordnance Disposal","Officer"
"90A","Logistics","Officer"
"910A","Ammunition Warrant Officer","Warrant Officer"
"911A","Nuclear Weapons Technician","Warrant Officer"
"912A","Land Combat Missile Systems Technician","Warrant Officer"
"912A","Land Combat Missile Systems Repair Technician","Warrant Officer"
"913A","Armament Systems Maintenance Warrant Officer","Warrant Officer"
"914A","Allied Trades Warrant Officer","Warrant Officer"
"915A","Automotive Maintenance Warrant Officer","Warrant Officer"
"915E","Senior Automotive Maintenance Warrant Officer/Senior Ordnance","Warrant Officer"
"916A","High-to-Medium Air Defense (HIMAD) Direct Support/General","Warrant Officer"
"917A","Maneuver Forces Air Defense Systems (MFADS) Technician","Warrant Officer"
"918A","TMDE Maintenance Support Technician","Warrant Officer"
"918B","Electronic Systems Maintenance Technician","Warrant Officer"
"918E","Senior Electronics Maintenance Warrant Officer","Warrant Officer"
"919A","Engineer Equipment Maintenance Warrant Officer","Warrant Officer"
"91A","Ordnance, General","Officer"
"91A","Medical Equipment Repairer","Enlisted"
"91A","Medical Equipment Repairer","Enlisted"
"91B","Medical Specialist","Enlisted"
"91B","Wheeled Vehicle Mechanic","Enlisted"
"91B","Maintenance Management","Officer"
"91C","Practical Nurse","Enlisted"
"91C","Utilities Equipment Repairer","Enlisted"
"91D","Munitions Materiel Management","Officer"
